timestamp,speed,acceleration,steer,throttle,brake,direction
0.0,2.039398431777954,9.800000190734863,0.0,0.0,0.0,0
0.12671995162963867,2.469308614730835,9.799983978271484,0.0,0.0,0.0,0
0.18024897575378418,3.1452748775482178,6.981350898742676,-0.15000000596046448,0.8500000238418579,0.0,3
0.27352166175842285,0.5418958067893982,17.162809371948242,-0.10903239995241165,0.8500000238418579,0.0,3
0.3470039367675781,0.13126371800899506,5.488397121429443,-0.10903239995241165,0.8500000238418579,0.0,3
0.444077730178833,0.2418687343597412,0.46216511726379395,-0.10903239995241165,0.8500000238418579,0.0,3
0.5067081451416016,0.183073952794075,0.7842780351638794,-0.10903239995241165,0.8500000238418579,0.0,3
0.628258228302002,0.440254807472229,9.722002029418945,-0.10903239995241165,0.8500000238418579,0.0,3
0.6826338768005371,1.6409099102020264,14.388206481933594,-0.10903239995241165,0.8500000238418579,0.0,3
0.7870736122131348,2.0430357456207275,11.447952270507812,-0.10903239995241165,0.8500000238418579,0.0,3
0.8433799743652344,3.296207904815674,6.697319507598877,-0.10860294103622437,0.8500000238418579,0.0,3
0.9934816360473633,3.5507209300994873,6.209052085876465,-0.10860294103622437,0.8500000238418579,0.0,3
1.0522351264953613,4.368356227874756,5.595574855804443,-0.0908348336815834,0.8500000238418579,0.0,3
1.1703078746795654,4.727375507354736,6.2265305519104,-0.21116338670253754,0.8500000238418579,0.0,1
1.2289516925811768,5.18607234954834,6.0045695304870605,-0.21116338670253754,0.8500000238418579,0.0,1
1.3444225788116455,5.3861083984375,4.407989978790283,-0.21116338670253754,0.8500000238418579,0.0,1
1.4019811153411865,5.560158729553223,2.4122886657714844,-0.15386348962783813,0.8500000238418579,0.0,3
1.4555013179779053,5.560158729553223,2.4122886657714844,-0.15386348962783813,0.8500000238418579,0.0,3
1.515122652053833,6.206202507019043,5.788041591644287,-0.15386348962783813,0.8500000238418579,0.0,3
1.669015645980835,6.6185126304626465,5.352907180786133,-0.15386348962783813,0.8500000238418579,0.0,3
1.7222459316253662,7.100530624389648,5.536307334899902,-0.03464541584253311,0.8500000238418579,0.0,3
